name,hq_city,hq_country,proposed_roles,parent_if_any,why_included,source_url,confidence,status,seed_slug,primary_source_url,review_note
Troveo,,US,DATA_SIMULATION_PROVIDER,,Video-data marketplace positioning itself as a robotics and physical-AI training-data supplier.,https://www.troveo.ai/resources/robotics-training-data-companies,LOW,skipped,,,LOW confidence: skipped as instructed.
Lightwheel,Beijing,CN,DATA_SIMULATION_PROVIDER,,Simulation-first embodied-AI infrastructure: measures real physical properties to build sim-ready assets and synthetic datasets used by robot builders and AV firms.,https://www.nvidia.com/en-us/case-studies/lightwheel/,HIGH,seeded,lightwheel,https://www.nvidia.com/en-us/case-studies/lightwheel/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Parallel Domain,San Francisco,US,DATA_SIMULATION_PROVIDER,,"Synthetic-data platform for training and testing autonomous systems, with domain-adapted datasets tuned to specific environments.",https://cbinsights.com/company/parallel-domain/alternatives-competitors,MEDIUM,seeded,parallel-domain,https://paralleldomain.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Rendered.ai,Bellevue,US,DATA_SIMULATION_PROVIDER,,"Application framework for producing physics-based synthetic datasets for AI training and validation, delivered as a platform to other builders.",https://www.cbinsights.com/company/renderedai/alternatives-competitors,MEDIUM,pending,,https://rendered.ai/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Duality AI,San Mateo,US,DATA_SIMULATION_PROVIDER,,Falcon digital-twin simulation platform generating synthetic data and predictive behaviour models so customers can deploy automated systems at scale.,https://www.duality.ai/,HIGH,seeded,duality-ai,https://www.duality.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
SKY ENGINE AI,London,GB,DATA_SIMULATION_PROVIDER,,"Synthetic-data generation platform producing annotated datasets to train and validate vision AI in robotics, automotive and manufacturing.",https://www.cbinsights.com/compare/renderedai-vs-sky-engine,MEDIUM,seeded,sky-engine-ai,https://www.skyengine.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Bifrost,Singapore,SG,DATA_SIMULATION_PROVIDER,,"Synthetic-data API that generates 3D worlds, aimed at developing and testing physical-AI systems through simulated scenarios.",https://www.bifrost.ai/product,HIGH,seeded,bifrost,https://www.bifrost.ai/product,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Foretellix,Modi'in,IL,DATA_SIMULATION_PROVIDER,,Data-automation and validation toolchain for AI-powered autonomy; generates scenario-driven synthetic data and coverage metrics for autonomy developers.,https://www.foretellix.com/inmedia/ipg-automotive-and-foretellix/,HIGH,seeded,foretellix,https://www.foretellix.com/inmedia/ipg-automotive-and-foretellix/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Cognata,Rehovot,IL,DATA_SIMULATION_PROVIDER,,AI-driven autonomous-vehicle simulation platform building high-fidelity scenarios from real traffic data and sensor models.,https://www.cbinsights.com/compare/applied-intuition-vs-cognata,MEDIUM,seeded,cognata,https://www.cognata.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
rFpro,,GB,DATA_SIMULATION_PROVIDER,,Real-time simulation software specialising in sensor simulation and digital-twin environments for testing autonomous and connected vehicles.,https://www.gartner.com/reviews/market/simulation-platforms-for-autonomous-vehicles,LOW,skipped,,,LOW confidence: skipped as instructed.
IPG Automotive,Karlsruhe,DE,DATA_SIMULATION_PROVIDER,,CarMaker is a scalable ADAS/AD simulation environment sold to vehicle and autonomy developers; partners with Foretellix on virtual validation at scale.,https://www.foretellix.com/inmedia/ipg-automotive-and-foretellix/,MEDIUM,seeded,ipg-automotive,https://www.ipg-automotive.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
dSPACE,Paderborn,DE,DATA_SIMULATION_PROVIDER,,"Simulation and validation solutions, including hardware-in-the-loop toolchains, for developing connected and autonomous vehicles.",https://www.gartner.com/reviews/market/simulation-platforms-for-autonomous-vehicles,MEDIUM,pending,,https://www.dspace.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
understand.ai,Karlsruhe,DE,DATA_SIMULATION_PROVIDER,dSPACE,Annotation and data-anonymisation tooling for autonomous-driving datasets; operates as the data arm of dSPACE's validation toolchain.,https://www.autonomousvehicleinternational.com/supplier-spotlight/companies/general,LOW,skipped,,,LOW confidence: skipped as instructed.
Vector Informatik,Stuttgart,DE,TOOLING_OPS_PROVIDER,,Automotive toolchain and test/HIL software vendor named among the established simulation and validation incumbents serving autonomy programmes.,https://www.gartner.com/reviews/market/simulation-platforms-for-autonomous-vehicles,MEDIUM,pending,,https://www.vector.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Coppelia Robotics,Zurich,CH,DATA_SIMULATION_PROVIDER,,"Develops and maintains CoppeliaSim, a general robot simulator used for algorithm development, factory-automation simulation and prototyping.",https://www.coppeliarobotics.com/,HIGH,seeded,coppelia-robotics,https://www.coppeliarobotics.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Cyberbotics,Lausanne,CH,DATA_SIMULATION_PROVIDER,,"Develops Webots, an open-source robot modelling, programming and simulation environment with a large robot and sensor asset library.",https://en.wikipedia.org/wiki/CoppeliaSim,MEDIUM,seeded,cyberbotics,https://cyberbotics.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Visual Components,Espoo,FI,DATA_SIMULATION_PROVIDER,,"3D manufacturing simulation and robot offline-programming software with a 2,400+ robot library, sold to system builders and manufacturers.",https://www.visualcomponents.com/products/,HIGH,seeded,visual-components,https://www.visualcomponents.com/products/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
RoboDK,Montreal,CA,DATA_SIMULATION_PROVIDER,,"Simulator and offline-programming tool covering 1,400+ robot arms from 80 manufacturers, with APIs in Python, C#, C++ and MATLAB.",https://robodk.com/,HIGH,seeded,robodk,https://robodk.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Antioch,,US,DATA_SIMULATION_PROVIDER,,Simulation startup building tools for robot developers explicitly aimed at closing the sim-to-real gap.,https://techcrunch.com/2026/04/16/this-simulation-startup-wants-to-be-the-cursor-for-physical-ai/,LOW,skipped,,,LOW confidence: skipped as instructed.
Ansys,Canonsburg,US,DATA_SIMULATION_PROVIDER,Synopsys,Simulation software vendor whose Twin Builder couples reduced-order models with live sensor data for digital twins; named among AI-powered simulation suppliers.,https://natlawreview.com/press-releases/who-competes-where-artificial-intelligence-ai-powered-simulation-and-digital,MEDIUM,seeded,ansys,https://www.ansys.com/solutions/solutions-by-industry/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Siemens Digital Industries Software,Plano,US,DATA_SIMULATION_PROVIDER,Siemens,Tecnomatix robotics programming and simulation plus Digital Twin Composer; sells factory and robot simulation tooling to robot builders and integrators.,https://www.siemens.com/en-us/products/tecnomatix/offerings/robotics-programming-simulation/,MEDIUM,seeded,siemens-digital-industries-software,https://www.siemens.com/en-us/products/tecnomatix/offerings/robotics-programming-simulation/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Dassault Systemes,Velizy-Villacoublay,FR,DATA_SIMULATION_PROVIDER,,"DELMIA robotics simulation, design and offline programming inside the 3DEXPERIENCE platform, sold to manufacturers and automation builders.",https://www.3ds.com/products/delmia/industrial-engineering/robotics,MEDIUM,seeded,dassault-systemes,https://www.3ds.com/products/delmia/industrial-engineering/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Altair Engineering,Troy,US,DATA_SIMULATION_PROVIDER,Siemens,"Multiphysics simulation, HPC and industrial AI vendor acquired by Siemens; HyperWorks 2026 folds AI and automation into the simulation stack.",https://news.siemens.com/en-us/altair-hyperworks-2026/,MEDIUM,pending,,https://news.siemens.com/en-us/altair-hyperworks-2026/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
MathWorks,Natick,US,DATA_SIMULATION_PROVIDER,,"MATLAB and Simulink are a standard modelling, control-design and code-generation toolchain for robot developers, with connected robotics products.",https://www.mathworks.com/products/connections/product_detail/robodk.html,MEDIUM,seeded,mathworks,https://www.mathworks.com/solutions/robotics.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
World Labs,San Francisco,US,DATA_SIMULATION_PROVIDER,,"Spatial-intelligence lab shipping Marble, its first commercial world model, as a product other builders can use.",https://www.worldlabs.ai/,HIGH,seeded,world-labs,https://www.worldlabs.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Decart,Tel Aviv,IL,DATA_SIMULATION_PROVIDER|MODEL_DEVELOPER,,Real-time world-model company; among the world-model startups that drew roughly $3B of venture funding into the category.,https://www.forbes.com/sites/josipamajic/2026/06/30/world-model-startups-raise-3-billion-vcs-bet-beyond-llms/,MEDIUM,seeded,decart,https://www.decart.ai/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Odyssey,San Francisco,US,DATA_SIMULATION_PROVIDER|MODEL_DEVELOPER,,World-model startup founded by ex-Cruise and ex-Wayve leaders; raised a $310M Series B in the 2026 world-model wave.,https://www.forbes.com/sites/josipamajic/2026/06/30/world-model-startups-raise-3-billion-vcs-bet-beyond-llms/,MEDIUM,seeded,odyssey,https://odyssey.ml/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
General Intuition,,US,DATA_SIMULATION_PROVIDER,,Builds spatial-reasoning world models for agents; raised a $134M seed and a $320M Series A during the 2026 world-model wave.,https://www.forbes.com/sites/josipamajic/2026/06/30/world-model-startups-raise-3-billion-vcs-bet-beyond-llms/,LOW,skipped,,,LOW confidence: skipped as instructed.
Runway,New York,US,DATA_SIMULATION_PROVIDER|MODEL_DEVELOPER,,"Video-generation company that released GWM-1, its first world model, extending its tooling toward physical-world simulation.",https://www.forbes.com/sites/josipamajic/2026/06/30/world-model-startups-raise-3-billion-vcs-bet-beyond-llms/,MEDIUM,seeded,runway,https://runwayml.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Adamo,,US,TOOLING_OPS_PROVIDER,,Managed teleoperation services and sub-40ms teleoperation software sold to robotics companies rather than operated on own robots.,https://adamohq.com/teleoperation,MEDIUM,pending,,,
Cognicept Systems,Singapore,SG,TOOLING_OPS_PROVIDER,,"Human-robot interaction operating system with remote access, fleet intervention and troubleshooting modules sold to robot deployers.",https://www.startus-insights.com/innovators-guide/5-top-emerging-teleoperation-startups/,MEDIUM,pending,,,
Pylot,,DE,TOOLING_OPS_PROVIDER,,German startup building an autonomous-vehicle teleoperation software platform for remote assistance and fallback control.,https://www.startus-insights.com/innovators-guide/5-top-emerging-teleoperation-startups/,LOW,skipped,,,LOW confidence: skipped as instructed.
Formant,San Francisco,US,TOOLING_OPS_PROVIDER,,"Cloud data and operations platform for robot fleets: low-latency teleoperation, telemetry, alerting and analytics across heterogeneous deployments.",https://www.accio.com/business/formant,MEDIUM,seeded,formant,https://formant.io/about/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
InOrbit,Mountain View,US,TOOLING_OPS_PROVIDER,,"Cloud RobOps platform for maximising robot uptime, combining fleet monitoring with remote control and tele-assistance; runs a partner ecosystem of robot makers.",https://www.inorbit.ai/ecosystem,HIGH,seeded,inorbit,https://www.inorbit.ai/ecosystem,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Freedom Robotics,San Francisco,US,TOOLING_OPS_PROVIDER,,"Control, monitoring and observability infrastructure for robot fleets, sold as a hosted platform to robot developers.",https://www.cbinsights.com/company/freedom-robotics/alternatives-competitors,MEDIUM,pending,,,
Rapyuta Robotics,Tokyo,JP,TOOLING_OPS_PROVIDER,,"Cloud-robotics software and tooling sold to accelerate other teams' go-to-market; also ships its own AMRs, so the horizontal role needs confirming.",https://www.cbinsights.com/company/rapyuta-robotics/alternatives-competitors,MEDIUM,pending,,,
Airbotics,Mountain View,US,TOOLING_OPS_PROVIDER,,Cloud robotics infrastructure including over-the-air update and device management for robot fleets; maintains the awesome-cloud-robotics index.,https://www.cbinsights.com/company/airbotics,MEDIUM,pending,,,
Transitive Robotics,,US,TOOLING_OPS_PROVIDER,,"Sells reusable robot software capabilities - video streaming, configuration management and real-time robot-to-cloud data sync - that span robot, cloud and web front-ends.",https://www.rfp.wiki/artificial-intelligence/robotics-ai-development-platforms/inorbit/alternatives-and-competitors,LOW,skipped,,,LOW confidence: skipped as instructed.
SYNAOS,Hannover,DE,TOOLING_OPS_PROVIDER,,Intralogistics orchestration platform and VDA 5050-compliant fleet manager certified against third-party AMRs.,https://www.synaos.com/en/partners/vda-5050,MEDIUM,pending,,,
NAiSE,Stuttgart,DE,TOOLING_OPS_PROVIDER,,VDA 5050-compliant intralogistics traffic and fleet-management software named among the third-party fleet managers AMR vendors certify against.,https://ottomotors.com/company/newsroom/press-releases/otto-adds-vda-5050-certifications-to-support-mixed-fleet-deployments/,MEDIUM,pending,,,
idealworks,Munich,DE,TOOLING_OPS_PROVIDER,BMW,AnyFleet fleet orchestration built on VDA 5050; adopted the Omniverse fleet-simulation blueprint and is extending it to humanoids.,https://blogs.nvidia.com/blog/european-robot-makers-isaac-omniverse-halos-safe-physical-ai/,MEDIUM,pending,,,
KINEXON,Munich,DE,TOOLING_OPS_PROVIDER,,Vendor-independent Fleet Manager for VDA 5050-powered mixed AMR fleets.,https://kinexon.com/resources/whitepaper/vda5050-powered-fleet-management,MEDIUM,pending,,,
Meili Robots,Copenhagen,DK,TOOLING_OPS_PROVIDER,,"Vendor-agnostic fleet-management software for mixed robot fleets, sold to operators of third-party AMRs.",https://www.agvnetwork.com/amr-agv-interoperability,LOW,skipped,,,LOW confidence: skipped as instructed.
Auterion,Zurich,CH,TOOLING_OPS_PROVIDER,,AuterionOS plus Auterion Suite give drone manufacturers a standardised software backbone and end-users cross-vendor fleet management and OTA updates.,https://auterion.com/product/suite/,HIGH,seeded,auterion,https://auterion.com/product/suite/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
FlytBase,Pune,IN,TOOLING_OPS_PROVIDER,,"Enterprise drone-autonomy platform automating BVLOS flight, docking-station operations and fleet management for third-party drone hardware.",https://flytbase.com/platform,HIGH,seeded,flytbase,https://flytbase.com/platform,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
DroneDeploy,San Francisco,US,TOOLING_OPS_PROVIDER,,Reality-capture and drone-operations platform sold across third-party drone hardware; named in Bessemer's physical-AI infrastructure portfolio.,https://www.bvp.com/atlas/bessemer-predicts-robotics-and-physical-ai,MEDIUM,pending,,,
Foxglove,San Francisco,US,TOOLING_OPS_PROVIDER,,Observability and data platform for physical AI; stewards the open MCAP multimodal logging format and raised a $40M Series B for the robotics data stack.,https://foxglove.dev/,HIGH,seeded,foxglove,https://foxglove.dev/about,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ.
Rerun,Stockholm,SE,TOOLING_OPS_PROVIDER,,"Open-source multimodal data stack and code-first visualiser for robots, drones and AVs; raised $17M seed for physical-AI data infrastructure.",https://siliconangle.com/2025/03/20/rerun-gets-17m-build-essential-data-infrastructure-ai-powered-robots-drones-cars/,MEDIUM,pending,,,
Roboto AI,Seattle,US,TOOLING_OPS_PROVIDER,,"Robotics observability platform for ingesting, searching and analysing multimodal robot logs during development and production.",https://www.cbinsights.com/esp/enterprise-tech/development/robotics-observability-platforms,MEDIUM,pending,,,
Sift,Marina del Rey,US,TOOLING_OPS_PROVIDER,,"Unified observability for mission-critical hardware - ingest, store and analyse machine telemetry with automated review and anomaly detection - with a named robotics vertical.",https://www.siftstack.com/industry/robotics,HIGH,seeded,sift,https://www.siftstack.com/industry/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Nominal,,US,TOOLING_OPS_PROVIDER,,Hardware test and observability stack for complex physical systems; integrates with the robotics telemetry tool chain.,https://www.siftstack.com/about/faq,LOW,skipped,,,LOW confidence: skipped as instructed.
ReductStore,,US,TOOLING_OPS_PROVIDER,,Time-series object store built for high-frequency robotics data such as video and sensor streams; publishes the robotics data-tooling comparisons.,https://www.reduct.store/blog/comparison-rviz-foxglove-rerun,LOW,skipped,,,LOW confidence: skipped as instructed.
Voxel51,Ann Arbor,US,DATA_SIMULATION_PROVIDER|TOOLING_OPS_PROVIDER,,"FiftyOne curates, annotates and evaluates multimodal sensor data for robotics and autonomous systems; in Bessemer's physical-AI portfolio.",https://www.cbinsights.com/company/voxel51,MEDIUM,pending,,,
Robocurve,,US,TOOLING_OPS_PROVIDER,,"Builds open-source tools and independent, reproducible benchmarks that score robot models on real-world jobs - continuous benchmarking as a service.",https://robocurve.org/,MEDIUM,pending,,,
Edge Impulse,San Jose,US,TOOLING_OPS_PROVIDER,Qualcomm,"Edge-AI development platform covering data collection, training and one-click deployment to embedded targets; now a Qualcomm company.",https://www.runanywhere.ai/blog/top-edge-ai-solutions-2026,MEDIUM,pending,,,
Latent AI,Princeton,US,TOOLING_OPS_PROVIDER,,LEIP is an enterprise edge-AI SDK: LEIP Optimize automates hardware-aware optimisation and LEIP Deploy provides a standardised secure runtime.,https://latentai.com/product/capability-optimize/,HIGH,seeded,latent-ai,https://latentai.com/product/capability-optimize/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Deeplite,Montreal,CA,TOOLING_OPS_PROVIDER,,"DeepliteRT accelerates embedded inference with optimised low-precision kernels for Arm hardware, sold to device and robot builders.",https://www.runanywhere.ai/blog/top-edge-ai-solutions-2026,MEDIUM,pending,,,
MulticoreWare,Sunnyvale,US,TOOLING_OPS_PROVIDER,,Engineering and optimisation services for deploying vision-language-action models to real-time robot edge inference.,https://multicorewareinc.com/deploying-vision-language-action-vla-based-ai-models-in-robotics-optimization-for-real-time-edge-inference/,LOW,skipped,,,LOW confidence: skipped as instructed.
Viam,New York,US,TOOLING_OPS_PROVIDER,,"One platform for the whole robotics lifecycle: hardware abstracted behind APIs, multi-language SDKs, and fleet management from prototype to scale.",https://www.viam.com/,HIGH,seeded,viam,https://www.viam.com/about,Role confirmed; merged by canonical name or explicit alias.
Hugging Face,New York,US,DATA_SIMULATION_PROVIDER|TOOLING_OPS_PROVIDER,,"LeRobot is an open-source library and hub for robot datasets, models, policies and evaluation; named as the open-source coordination layer of the physical-AI stack.",https://www.therobotreport.com/nvidia-hugging-face-bring-new-models-frameworks-lerobot/,MEDIUM,pending,,,
PickNik Robotics,Boulder,US,TOOLING_OPS_PROVIDER,,Commercial steward of MoveIt; sells ROS motion-planning and manipulation software and services to robot builders.,https://picknik.ai/ros/,HIGH,seeded,picknik-robotics,https://picknik.ai/ros/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Wandelbots,Dresden,DE,TOOLING_OPS_PROVIDER,,"NOVA is a vendor-agnostic platform to simulate, deploy and scale industrial robot programs, bridging digital twin and shop floor across robot brands.",https://www.wandelbots.com/,HIGH,seeded,wandelbots,https://www.wandelbots.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
ArtiMinds Robotics,Karlsruhe,DE,TOOLING_OPS_PROVIDER,,"Robot Programming Suite generates robot code from skill templates independently of the robot manufacturer, covering programming through operation and optimisation.",https://www.artiminds.com/software.html/,HIGH,seeded,artiminds-robotics,https://www.artiminds.com/software.html/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Micropsi Industries,Berlin,DE,TOOLING_OPS_PROVIDER,,"MIRAI is a robot control system that lets robots learn from human demonstration, sold as an add-on control layer to users of third-party arms.",https://www.micropsi-industries.com/,HIGH,seeded,micropsi-industries,https://www.micropsi-industries.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
