name,hq_city,hq_country,proposed_roles,parent_if_any,why_included,source_url,confidence,status,seed_slug,primary_source_url,review_note
Leadshine Technology,Shenzhen,CN,COMPONENT_SUPPLIER,,Named as a motor supplier in Tesla Optimus supply-chain reporting.,https://optimusk.blog/blog/tesla-optimus-suppliers/,MEDIUM,seeded,leadshine-technology,https://www.leadshine.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Sanhua Intelligent Controls,Shaoxing,CN,supplier;actuators;joint-modules,,"Reported as an exclusive Tier 1 supplier candidate of actuator assemblies for Tesla Optimus, with a large announced order.",https://robottoday.com/article/how-sanhua-became-tesla-s-key-humanoid-robot-actuator-candidate-inside-the-optimus-supply-chain,MEDIUM,pending,,https://www.sanhua.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Tuopu Group,Ningbo,CN,supplier;actuators;joint-modules,,Reported as a rotary actuator and joint module supplier candidate for Tesla Optimus.,https://optimusk.blog/blog/tesla-optimus-suppliers/,MEDIUM,pending,,https://www.tuopu.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Zhenyu Technology,Ningbo,CN,supplier;actuators;linear-actuators,,Reported as a linear actuator supplier candidate in the Optimus supply chain; single-source reporting only.,https://robottoday.com/article/how-zhenyu-became-tesla-optimus-s-key-linear-actuator-supplier-candidate-in-the-global-humanoid-supply-chain,LOW,skipped,,,LOW confidence: skipped as instructed.
CubeMars,Nanchang,CN,COMPONENT_SUPPLIER,T-Motor,"Publishes a quasi-direct-drive actuator line explicitly for humanoid and quadruped robots, with integrated motor plus planetary gearbox.",https://www.cubemars.com/qdd-motors-for-humanoid-and-quadruped-robots.html,HIGH,seeded,cubemars,https://www.cubemars.com/qdd-motors-for-humanoid-and-quadruped-robots.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
T-Motor (Nanchang Sanrui),Nanchang,CN,supplier;motors;actuators,,Motor group behind the CubeMars robotic actuator line; also a drone propulsion supplier.,https://www.cubemars.com/categorys/product,MEDIUM,pending,,https://www.tmotor.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
ROBOTIS,Seoul,KR,COMPONENT_SUPPLIER|OEM,,"Publishes a Dynamixel-Q quasi-direct-drive actuator for humanoids combining motor, brake and reducer.",https://www.robotis.com/en/product/dynamixel-q.php,HIGH,seeded,robotis,https://www.robotis.com/en/product/dynamixel-q.php,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
MyActuator,Suzhou,CN,supplier;actuators;joint-modules,,Named in the QDD actuator vendor set for robotics; role and HQ not confirmed by a primary source.,https://www.cubemars.com/planetary-gearboxes-in-robotics-qdd-trends.html,LOW,skipped,,,LOW confidence: skipped as instructed.
Realman Robotics,Beijing,CN,COMPONENT_SUPPLIER|OEM,,Named among Chinese vendors shipping off-the-shelf integrated joint products for humanoids.,https://www.roboticstomorrow.com/story/2025/06/joint-actuators-the-fundamental-component-for-humanoid-robots-power-and-dexterity/24924/,MEDIUM,seeded,realman-robotics,https://www.realman-robotics.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Kinco Automation,Shenzhen,CN,COMPONENT_SUPPLIER,,Named among Chinese vendors shipping off-the-shelf integrated joint products for humanoids.,https://www.roboticstomorrow.com/story/2025/06/joint-actuators-the-fundamental-component-for-humanoid-robots-power-and-dexterity/24924/,MEDIUM,seeded,kinco-automation,https://en.kinco.cn/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Suzhou Micro Actuator,Suzhou,CN,supplier;joint-modules;actuators,,Named as a high-torque EtherCAT joint module vendor for high-load humanoid applications.,https://www.roboticstomorrow.com/story/2025/06/joint-actuators-the-fundamental-component-for-humanoid-robots-power-and-dexterity/24924/,LOW,skipped,,,LOW confidence: skipped as instructed.
Elmo Motion Control,Petah Tikva,IL,supplier;servo-drives;motion-controllers,,"Servo drive and multi-axis controller supplier for OEM motion, covered in robotics trade press for industrial drive releases.",https://www.elmomc.com/servo-drives/,MEDIUM,pending,,https://www.elmomc.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Synapticon,Schonaich,DE,COMPONENT_SUPPLIER,,Publishes SOMANET servo drives and integrated actuators for robot arms and cobots with SIL3 PLe safety; also a ROS-Industrial Consortium member.,https://www.synapticon.com/en/applications/robotic-cobots,HIGH,seeded,synapticon,https://www.synapticon.com/en/applications/robotic-cobots,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Copley Controls,Canton,US,COMPONENT_SUPPLIER,Novanta,Servo drive maker whose OEM sectors are listed as including robotics.,https://ai.motion.com/suppliers/copley-controls/,MEDIUM,seeded,copley-controls,https://www.copleycontrols.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Novanta,Bedford,US,COMPONENT_SUPPLIER,,Parent of ATI Industrial Automation and Copley Controls; consolidates two robotics component lines under one owner.,https://ati.novanta.com/products/force-torque-sensors/,MEDIUM,seeded,novanta,https://www.novanta.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Renishaw,Wotton-under-Edge,GB,COMPONENT_SUPPLIER,,"Publishes an encoders-for-robotics line, naming ATOM and AksIM-2 for joint feedback in compact and surgical robots.",https://info.renishaw.com/Encoders-Robotics,HIGH,seeded,renishaw,https://info.renishaw.com/Encoders-Robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Heidenhain,Traunreut,DE,COMPONENT_SUPPLIER,,Publishes a robotics industry page and inductive KCI/KBI rotary encoders for compact robot servomotors.,https://www.heidenhain.com/industries/robotics,HIGH,seeded,heidenhain,https://www.heidenhain.com/industries/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Broadcom,Palo Alto,US,supplier;encoders;silicon,,Named as a high-resolution encoder supplier in the robotics encoder competitor set.,https://lorentzzi.com/top-10-best-rotary-encoder-manufacturers-and-suppliers/,MEDIUM,pending,,https://www.broadcom.com/products/motion-control-encoders,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
THK,Tokyo,JP,supplier;bearings;linear-motion;ball-screws,,Named brand for crossed roller bearings used in industrial robots and precision machinery.,https://tflbearing.com/products/cross-roller-bearings,MEDIUM,pending,,https://www.thk.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
NSK,Tokyo,JP,COMPONENT_SUPPLIER,,Named brand for crossed roller bearings in the robot joint bearing set.,https://tflbearing.com/products/cross-roller-bearings,MEDIUM,seeded,nsk,https://www.nsk.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
IKO (Nippon Thompson),Tokyo,JP,COMPONENT_SUPPLIER,,"Publishes a crossed roller bearing range for rotary joints, the standard robot wrist and joint bearing.",https://ikont.com/rotary-bearings/crossed-roller-bearings/,HIGH,seeded,iko-nippon-thompson,https://ikont.com/rotary-bearings/crossed-roller-bearings/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
SKF,Gothenburg,SE,supplier;bearings,,Named brand for crossed roller bearings in the robot joint bearing set.,https://tflbearing.com/products/cross-roller-bearings,MEDIUM,pending,,https://www.skf.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Ewellix,Gothenburg,SE,COMPONENT_SUPPLIER,Schaeffler,Publishes a planetary and satellite roller screw line; roller screws are the linear element in humanoid leg and arm actuators.,https://ewellix.com/en/us/products/ball-and-roller-screws/roller-screws/planetary-roller-screws,HIGH,seeded,ewellix,https://ewellix.com/en/us/products/ball-and-roller-screws/roller-screws/planetary-roller-screws,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Rollvis,Geneva,CH,COMPONENT_SUPPLIER,,Specialist planetary roller screw manufacturer since 1970; screws are a humanoid actuator bottleneck component.,https://rollvis.com/rv-planetary-roller-screws/,HIGH,seeded,rollvis,https://rollvis.com/rv-planetary-roller-screws/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
HIWIN,Taichung,TW,COMPONENT_SUPPLIER|OEM,,Named brand for crossed roller bearings and linear motion components in the robot bearing set.,https://tflbearing.com/products/cross-roller-bearings,MEDIUM,seeded,hiwin,https://www.hiwin.tw/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
CATL,Ningde,CN,supplier;batteries;bms,,Named on humanoid battery shortlists for scale and battery-architecture depth; reported first dedicated humanoid robot battery production.,https://cleantechnica.com/2025/12/24/humanoid-robot-battery-production-catl-achieves-a-world-first/,MEDIUM,pending,,https://www.catl.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
EVE Energy,Huizhou,CN,supplier;batteries,,Reported to be supplying samples to leading humanoid developers with high-density ternary cells and fast-swap packs.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.evebattery.com/en,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
LG Energy Solution,Seoul,KR,supplier;batteries,LG Group,Named among the established cell and pack specialists leading the humanoid robot battery market.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.lgensol.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Samsung SDI,Yongin,KR,supplier;batteries,Samsung Group,Named as treating robotics as an early proving ground for all-solid-state cells.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.samsungsdi.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
SK On,Seoul,KR,supplier;batteries,SK Group,Named among cell suppliers leading the humanoid robot battery market.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.sk-on.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Panasonic Energy,Osaka,JP,supplier;batteries,Panasonic,Named among cell suppliers leading the humanoid robot battery market.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.panasonic.com/global/energy.html,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Molicel (E-One Moli Energy),Taoyuan,TW,supplier;batteries,Taiwan Cement,Named among key players in the humanoid robot battery market; high-discharge cylindrical cells suit actuator peak loads.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.molicel.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Sunwoda,Shenzhen,CN,supplier;batteries;bms,,Named among cell and pack specialists in the humanoid robot battery market.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.sunwoda.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Gotion High-tech,Hefei,CN,supplier;batteries,,Named among cell suppliers in the humanoid robot battery market.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,LOW,skipped,,,LOW confidence: skipped as instructed.
Farasis Energy,Ganzhou,CN,supplier;batteries,,Named among cell suppliers in the humanoid robot battery market.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,LOW,skipped,,,LOW confidence: skipped as instructed.
Murata,Kyoto,JP,supplier;batteries;passives,,Named among component and cell suppliers in the humanoid robot battery market; also a passives supplier.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.murata.com/en-global/applications/industrial/robot,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
BYD,Shenzhen,CN,supplier;batteries,,Named among the cell suppliers leading the humanoid robot battery market; separate from its BYD Electronics EMS arm.,https://cmbatteries.com/global-humanoid-robot-battery-suppliers/,MEDIUM,pending,,https://www.bydglobal.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
RoboSense (Suteng Innovation),Shenzhen,CN,supplier;lidar;perception-silicon,,"LiDAR sensor, AI algorithm and IC chipset maker named among the major vendors; direct competitor to seeded Ouster and Hesai.",https://industrialsafetysensor.com/blog/top-20-lidar-sensor-manufacturers/,MEDIUM,pending,,https://www.robosense.ai/en/about,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Innoviz Technologies,Rosh HaAyin,IL,supplier;lidar,,Tier-1 automotive LiDAR supplier extending into industrial and infrastructure sensing.,https://industrialsafetysensor.com/blog/top-20-lidar-sensor-manufacturers/,MEDIUM,pending,,https://innoviz.tech/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Livox,Shenzhen,CN,COMPONENT_SUPPLIER,DJI,"LiDAR manufacturer named in the active 2026 vendor roster; subsidiary of seeded DJI, so it maps as a child entity.",https://industrialsafetysensor.com/blog/top-20-lidar-sensor-manufacturers/,MEDIUM,seeded,livox,https://www.livoxtech.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
SICK AG,Waldkirch,DE,supplier;lidar;safety-sensors;machine-vision,,Sensor and automation manufacturer named among major LiDAR vendors and among the leading safety laser scanner and light curtain suppliers.,https://www.marketsandmarkets.com/ResearchInsight/lidar-market.asp,MEDIUM,pending,,https://www.sick.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Leica Geosystems,Heerbrugg,CH,supplier;lidar;metrology,Hexagon,Named among major LiDAR market vendors; survey-grade scanning relevant to mapping and construction robots.,https://www.marketsandmarkets.com/ResearchInsight/lidar-market.asp,MEDIUM,pending,,https://leica-geosystems.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Trimble,Westminster,US,COMPONENT_SUPPLIER,,Named among major LiDAR market vendors; GNSS and positioning relevant to field robots.,https://www.marketsandmarkets.com/ResearchInsight/lidar-market.asp,MEDIUM,seeded,trimble,https://www.trimble.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Teledyne Optech,Toronto,CA,COMPONENT_SUPPLIER,Teledyne,Named among the major LiDAR market vendors; airborne and terrestrial scanning relevant to survey and infrastructure robots.,https://www.marketsandmarkets.com/ResearchInsight/lidar-market.asp,MEDIUM,seeded,teledyne-optech,https://www.teledyneoptech.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
FARO Technologies,Lake Mary,US,COMPONENT_SUPPLIER,,Named among major LiDAR market vendors; 3D metrology relevant to robotic inspection.,https://www.marketsandmarkets.com/ResearchInsight/lidar-market.asp,MEDIUM,seeded,faro-technologies,https://www.faro.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
RIEGL Laser Measurement Systems,Horn,AT,COMPONENT_SUPPLIER,,Named among the major LiDAR market vendors; long-range scanning used in survey and inspection payloads.,https://www.marketsandmarkets.com/ResearchInsight/lidar-market.asp,MEDIUM,seeded,riegl-laser-measurement-systems,https://www.riegl.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Basler,Ahrensburg,DE,COMPONENT_SUPPLIER,,Publishes a 3D camera portfolio and states its stereo cameras suit navigation and pick-and-place in robotics and logistics.,https://www.baslerweb.com/en/portfolios/3d-cameras/,HIGH,seeded,basler,https://www.baslerweb.com/en/portfolios/3d-cameras/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Cognex,Natick,US,supplier;machine-vision,,Named among the leading machine vision and 3D camera vendors; the incumbent in fixed inspection stations.,https://www.marketsandmarkets.com/ResearchInsight/3d-camera-market.asp,MEDIUM,pending,,https://www.cognex.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Zivid,Oslo,NO,COMPONENT_SUPPLIER,,"Publishes industrial 3D colour cameras for robotic bin-picking, piece-picking, assembly, inspection and depalletization.",https://www.zivid.com/,HIGH,seeded,zivid,https://www.zivid.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Photoneo,Bratislava,SK,supplier;depth-cameras,,Structured-light 3D scanner vendor in the industrial bin-picking camera competitor set.,https://www.marketsandmarkets.com/ResearchInsight/3d-camera-market.asp,LOW,skipped,,,LOW confidence: skipped as instructed.
Orbbec,Shenzhen,CN,COMPONENT_SUPPLIER,,Named as a sensor supplier in Tesla Optimus supply-chain reporting; direct competitor to seeded Intel RealSense.,https://optimusk.blog/blog/tesla-optimus-suppliers/,MEDIUM,seeded,orbbec,https://www.orbbec.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Mech-Mind Robotics,Beijing,CN,COMPONENT_SUPPLIER,,Publishes the Mech-Eye industrial 3D camera line for robotic vision.,https://www.mech-mind.com/products/mech-eye-industrial-3d-camera.html,HIGH,seeded,mech-mind-robotics,https://www.mech-mind.com/products/mech-eye-industrial-3d-camera.html,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Stereolabs,San Francisco,US,supplier;depth-cameras,,Stereo depth camera vendor in the robotics perception set; robotics role not confirmed by a primary source here.,https://www.marketsandmarkets.com/ResearchInsight/3d-camera-market.asp,LOW,skipped,,,LOW confidence: skipped as instructed.
Luxonis,Littleton,US,supplier;depth-cameras;edge-compute,,Depth-plus-onboard-inference camera vendor in the robotics perception set; role unconfirmed by a primary source here.,https://www.marketsandmarkets.com/ResearchInsight/3d-camera-market.asp,LOW,skipped,,,LOW confidence: skipped as instructed.
e-con Systems,Chennai,IN,COMPONENT_SUPPLIER,,"NVIDIA Elite Jetson camera partner publishing USB, MIPI, GMSL, GigE and FPD-Link camera solutions for Jetson platforms.",https://www.e-consystems.com/nvidia-jetson-camera.asp,HIGH,seeded,e-con-systems,https://www.e-consystems.com/nvidia-jetson-camera.asp,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Leopard Imaging,Fremont,US,COMPONENT_SUPPLIER,,"Publishes Jetson adapters, carrier boards and GMSL2 camera modules for NVIDIA Jetson robots.",https://leopardimaging.com/product-category/accessories/adapters-carrier-boards/for-nvidia-jetson/,HIGH,seeded,leopard-imaging,https://leopardimaging.com/product-category/accessories/adapters-carrier-boards/for-nvidia-jetson/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
FRAMOS,Taufkirchen,DE,COMPONENT_SUPPLIER,,Jetson ecosystem camera module and adapter board supplier adding camera connectivity to Jetson carriers.,https://proventusnova.com/blog/jetson-carrier-board-manufacturers-compared,MEDIUM,seeded,framos,https://www.framos.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Connect Tech,Guelph,CA,COMPONENT_SUPPLIER,,Elite NVIDIA Jetson ecosystem member publishing vision carrier boards and pre-integrated camera edge devices.,https://connecttech.com/product-category/vision-solutions/,HIGH,seeded,connect-tech,https://connecttech.com/product-category/vision-solutions/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
