name,hq_city,hq_country,proposed_roles,parent_if_any,why_included,source_url,confidence,status,seed_slug,primary_source_url,review_note
Robotics and AI Institute (RAI Institute),Cambridge,US,RESEARCH_LAB,Hyundai Motor Company,"Hyundai-funded research institute founded by Boston Dynamics' Marc Raibert in 2022 (formerly Boston Dynamics AI Institute); researches cognitive AI, athletic AI and robot hardware.",https://rai-inst.com/about/,HIGH,seeded,robotics-and-ai-institute-rai-institute,https://rai-inst.com/about/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Rainbow Robotics,Daejeon,KR,OEM,Samsung Electronics,"Samsung exercised its call option in Dec 2024 to raise its stake to 35%, making the KAIST-founded humanoid and cobot maker a consolidated Samsung subsidiary.",https://news.samsung.com/global/samsung-electronics-to-become-largest-shareholder-in-rainbow-robotics-accelerating-future-robot-development,HIGH,seeded,rainbow-robotics,https://news.samsung.com/global/samsung-electronics-to-become-largest-shareholder-in-rainbow-robotics-accelerating-future-robot-development,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Samsung NEXT,Mountain View,US,INVESTOR,Samsung Electronics,Samsung's venture arm; participated in 1X Technologies' Series B and Dyna Robotics' $120M Series A.,https://www.therobotreport.com/dyna-robotics-closes-120m-funding-round-to-scale-robotics-foundation-model/,MEDIUM,pending,,https://www.samsungnext.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Woven by Toyota,Tokyo,JP,RESEARCH_LAB|TOOLING_OPS_PROVIDER,Toyota Motor Corporation,"Toyota's mobility-technology subsidiary; runs the Arene software platform, automated driving, and the Woven City Robot Platform at the Woven City test course.",https://woven.toyota/en/company/,HIGH,seeded,woven-by-toyota,https://woven.toyota/en/company/,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: founding year. Parent assertion awaits ownership and effective-date evidence.
Honda Motor,Tokyo,JP,RESEARCH_LAB,,"Honda Robotics spans the ASIMO lineage, the avatar robot, AI-supported remote control and a dexterous hand; Honda also contributes autonomous-driving data to a national AI foundation-model effort.",https://global.honda/en/robotics/,HIGH,seeded,honda-motor,https://global.honda/en/robotics/,Role confirmed; merged by canonical name or explicit alias.
Sony Group,Tokyo,JP,PLATFORM|RESEARCH_LAB,,Consumer robotics (aibo) plus imaging and sensor-fusion contributions through Sony AI and Sony Semiconductor Solutions to a Japanese AI foundation-model programme.,https://tech-insider.org/japan-ai-foundation-model-softbank-sony-honda-nec-2026/,MEDIUM,pending,,https://www.sony.com/en/SonyInfo/robotics/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Sony AI,Tokyo,JP,RESEARCH_LAB,Sony Group,"Sony's AI research organisation; contributes imaging, sensor fusion and game-engine assets to robotics and physical-AI work.",https://tech-insider.org/japan-ai-foundation-model-softbank-sony-honda-nec-2026/,MEDIUM,seeded,sony-ai,https://ai.sony/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
SoftBank Group,Tokyo,JP,PLATFORM|INVESTOR,,"Agreed in Oct 2025 to buy ABB's robotics business for $5.375B; led Skild AI's $1.4B round; holds SoftBank Robotics, Berkshire Grey, AutoStore, Agile Robots and Agility stakes.",https://group.softbank/en/news/press/20251008,HIGH,seeded,softbank-group,https://group.softbank/en/news/press/20251008,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
SoftBank Robotics Group,Tokyo,JP,OEM,SoftBank Group,"Named by SoftBank as part of the robotics platform that will complement the ABB robotics acquisition; makes service robots (Pepper, Whiz).",https://group.softbank/en/news/press/20251008,HIGH,seeded,softbank-robotics-group,https://group.softbank/en/news/press/20251008,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Berkshire Grey,Bedford,US,OEM,SoftBank Group,SoftBank-owned warehouse picking-robot maker named in SoftBank's robotics portfolio alongside the ABB acquisition.,https://group.softbank/en/news/press/20251008,HIGH,seeded,berkshire-grey,https://group.softbank/en/news/press/20251008,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Agile Robots,Munich,DE,OEM,SoftBank Group,SoftBank-backed German maker of force-controlled industrial and collaborative robot arms; named in SoftBank's robotics portfolio.,https://group.softbank/en/news/press/20251008,HIGH,seeded,agile-robots,https://group.softbank/en/news/press/20251008,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ. Parent assertion awaits ownership and effective-date evidence.
Hon Hai Technology Group (Foxconn),New Taipei,TW,CONTRACT_MANUFACTURER|OPERATOR,,World's largest electronics contract manufacturer; deploying its own humanoid robots on the Houston AI-server line using NVIDIA Isaac GR00T N and showing humanoids at GTC.,https://www.honhai.com/en-us/press-center/press-releases/latest-news/1975,HIGH,seeded,foxconn,https://www.honhai.com/en-us/press-center/press-releases/latest-news/1975,Role confirmed; merged by canonical name or explicit alias.
LG Electronics,Seoul,KR,PLATFORM|INVESTOR,,Created a CEO-level Robotics Business Center in 2026 for its physical-AI push; strategic investor in AgiBot and RLWRLD via LG Electronics and LG Technology Ventures.,https://www.koreaherald.com/article/10793237,MEDIUM,pending,,https://www.lg.com/global/newsroom/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
LG Technology Ventures,Menlo Park,US,INVESTOR,LG Electronics,LG's Silicon Valley venture arm; participated in Figure's $1B+ Series C and Dyna Robotics' $120M Series A.,https://www.figure.ai/news/series-c,HIGH,seeded,lg-technology-ventures,https://www.figure.ai/news/series-c,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Hanwha Robotics,Seoul,KR,OEM,Hanwha Group,Hanwha spun its collaborative-robot and AGV businesses out of Hanwha Corporation's factory-automation division into Hanwha Robotics in 2023; introduced Korea's first cobots in 2017. HQ city needs confirmation.,https://www.hanwha.com/companies/hanwha-robotics.do,MEDIUM,seeded,hanwha-robotics,https://www.hanwha.com/companies/hanwha-robotics.do,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ. Parent assertion awaits ownership and effective-date evidence.
HD Hyundai Robotics,Daegu,KR,OEM,HD Hyundai,Korea's long-standing leader in conventional industrial robots; launched the 50 kg-payload HDC 50-17 cobot.,https://hd-hyundairobotics.com/en/company/history,HIGH,seeded,hd-hyundai-robotics,https://hd-hyundairobotics.com/en/company/history,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
HD Hyundai,Seongnam,KR,PLATFORM,,Shipbuilding and heavy-industry group; parent of HD Hyundai Robotics and sponsor of a humanoid robot project for shipyard welding work.,https://gcaptain.com/shipbuilder-hd-hyundai-launches-koreas-first-humanoid-robot-project/,MEDIUM,pending,,https://www.hd.com/en/business/robotics,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Naver,Seongnam,KR,PLATFORM|RESEARCH_LAB,,Runs the 1784 robot-friendly headquarters where ~100 Rookie service robots operate on the ARC (AI-Robotics-Cloud) backbone; robotics is a declared growth engine.,https://www.koreatimes.co.kr/business/companies/20230707/navers-1784-building-showcases-human-robot-interaction,MEDIUM,pending,,https://www.navercorp.com/tech/robots,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Naver Labs,Seongnam,KR,RESEARCH_LAB|MODEL_DEVELOPER,Naver,"Naver's R&D subsidiary; built the Rookie service robots, the Ambidex dual-arm robot and the indoor localisation stack used in 1784.",https://www.freethink.com/robots-ai/1784-naver-labs,MEDIUM,seeded,naver-labs,https://www.naverlabs.com/en/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
SK Telecom,Seoul,KR,INVESTOR,,Strategic investor in RLWRLD's 2025 seed round for industrial robotics foundation models.,https://www.thefastmode.com/investments-and-expansions/41030-physical-ai-startup-rlwrld-attracts-15m-seed-round-from-lg-sk-telecom-kddi-others,MEDIUM,pending,,https://www.sktelecom.com/en/press/press.do,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Mirae Asset,Seoul,KR,INVESTOR,,Invested with LG Electronics in AgiBot's 2025 strategic round; Mirae Asset Venture Investment also backed RLWRLD's seed.,https://news.futunn.com/en/post/63128069/backed-by-tencent-and-sequoia-china-agibot-a-chinese-unicorn,MEDIUM,pending,,https://www.miraeasset.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Kawasaki Heavy Industries,Tokyo,JP,OEM,,One of the first Japanese firms to manufacture and sell industrial robots; still a major industrial and humanoid-adjacent robot OEM. Dual Tokyo/Kobe headquarters.,https://en.namu.wiki/w/%EA%B0%80%EC%99%80%EC%82%AC%ED%82%A4%20%EC%A4%91%EA%B3%B5%EC%97%85,MEDIUM,seeded,kawasaki-heavy-industries,https://global.kawasaki.com/en/corp/profile/outline.html,Role confirmed; merged by canonical name or explicit alias.
Mitsubishi Electric,Tokyo,JP,OEM,,"Industrial robotics division supplies vertically-articulated robots for assembly, machine tending and tray handling.",https://en.wikipedia.org/wiki/Mitsubishi_Electric,MEDIUM,seeded,mitsubishi-electric,https://www.mitsubishielectric.com/fa/products/rbt/robot/,Role confirmed; merged by canonical name or explicit alias.
Mitsubishi Electric Research Laboratories (MERL),Cambridge,US,RESEARCH_LAB,Mitsubishi Electric,Mitsubishi Electric's US research lab; a dedicated robotics research group that presented nine papers at ICRA 2026.,https://www.merl.com/research/robotics,HIGH,seeded,mitsubishi-electric-research-laboratories-merl,https://www.merl.com/research/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Denso,Kariya,JP,OEM|COMPONENT_SUPPLIER,,Major Toyota-group automotive supplier and industrial robot maker; parent of Denso Wave.,https://discovery.patsnap.com/company/denso-wave/,MEDIUM,pending,,https://www.denso.com/global/en/business/products-and-services/industrial-equipment/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Denso Wave,Aichi,JP,OEM,Denso,Denso's robotics arm; small assembly robots and industrial automation products.,https://discovery.patsnap.com/company/denso-wave/,MEDIUM,seeded,denso-wave,https://www.denso-wave.com/en/robot/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Omron,Kyoto,JP,OEM|COMPONENT_SUPPLIER,,"Factory-automation vendor with a mobile-robot (AMR) and collaborative-robot line; consistently ranked among the top industrial robotics companies. Also appears in research/roster/suppliers-chips-manufacturing.csv under a supplier role — merge, do not create twice.",https://aimagazine.com/top10/the-top-10-robotics-companies-transforming-global-industry,MEDIUM,seeded,omron,https://robotics.omron.com/,Role confirmed; merged by canonical name or explicit alias.
Daifuku,Osaka,JP,OEM|INTEGRATOR,,"Widely ranked the world's largest warehouse-automation supplier by revenue; designs and installs AS/RS, AGV and material-handling robotics.",https://supplychaindigital.com/top10/top-10-warehouse-automation-vendors,MEDIUM,seeded,daifuku,https://www.daifuku.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Murata Machinery (Muratec),Kyoto,JP,INTEGRATOR,,"Intralogistics group supplying AS/RS, shuttle systems and AGVs; owns Cimcorp (FI) and AGVE (SE).",https://www.imarcgroup.com/blog/logistics-automation-companies,MEDIUM,seeded,murata-machinery-muratec,https://www.muratec.net/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Robert Bosch,Gerlingen,DE,PLATFORM|COMPONENT_SUPPLIER|INVESTOR,,Supplies robotics components through Bosch Rexroth; contract manufacturer and investor in Humanoid (UK) and a backer of Neura Robotics' Series C.,https://us.bosch-press.com/pressportal/us/en/press-release-31104.html,MEDIUM,pending,,https://www.bosch.com/stories/robotics/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Bosch Rexroth,Lohr am Main,DE,COMPONENT_SUPPLIER,Robert Bosch,"Supplies high-precision electric motors, servo drives and the ctrlX AUTOMATION control platform used in modern robotics.",https://us.bosch-press.com/pressportal/us/en/press-release-31104.html,MEDIUM,pending,,https://www.boschrexroth.com/en/us/industries/robotics/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Schaeffler,Herzogenaurach,DE,COMPONENT_SUPPLIER|INVESTOR,,"Disclosed a €350M humanoid-robotics order book from three OEMs including XPeng; anchor customer, actuator supplier and investor in Humanoid (UK). Also appears in research/roster/suppliers-chips-manufacturing.csv under a supplier role — merge, do not create twice.",https://www.techtimes.com/articles/321462/20260724/uk-humanoid-startup-raises-152m-bosch-schaeffler-back-wheels-over-legs.htm,MEDIUM,pending,,https://www.schaeffler.com/en/products-and-solutions/industrial/industry-solutions/robotics/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Teradyne,North Reading,US,PLATFORM,,"Teradyne Robotics is the parent of Universal Robots and Mobile Industrial Robots and has shipped more than 110,000 robots.",https://mobile-industrial-robots.com/news-center/teradyne-robotics-and-honeywell-team-up,HIGH,seeded,teradyne,https://mobile-industrial-robots.com/news-center/teradyne-robotics-and-honeywell-team-up,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ.
Mobile Industrial Robots (MiR),Odense,DK,OEM,Teradyne,Autonomous mobile robot maker inside Teradyne Robotics; co-launched AI-powered automation workflows with Universal Robots at Automate 2025.,https://www.universal-robots.com/news-and-media/news-center/universal-robots-and-mobile-industrial-robots-to-debut-new-and-ai-powered-automation-solutions-across-integrated-industry-workflows-at-automate-2025/,HIGH,seeded,mobile-industrial-robots,https://mobile-industrial-robots.com/about-mir,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: founding year. Parent assertion awaits ownership and effective-date evidence.
Honeywell,Charlotte,US,COMPONENT_SUPPLIER,,"Honeywell Intelligrated partnered with Teradyne Robotics in May 2025 to deliver end-to-end AMR and cobot automation in warehouses and distribution centres. Also appears in research/roster/suppliers-chips-manufacturing.csv under a supplier role — merge, do not create twice.",https://www.honeywell.com/us/en/news/featured-stories/2025/05/honeywell-teradyne-robotics-automate-material-transport-scale-automation-solutions,HIGH,seeded,honeywell,https://aerospace.honeywell.com/us/en/products-and-services/products/navigation-and-sensors/inertial-measurement-units,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Deere & Company,Moline,US,OEM,,Unveiled the autonomous 9RX and 5ML machines with a second-generation autonomy kit at CES 2025; also invested in Apptronik's Series A extension.,https://www.deere.com/en/news/all-news/autonomous-9RX/,HIGH,seeded,deere,https://www.deere.com/en/news/all-news/autonomous-9RX/,Role confirmed; merged by canonical name or explicit alias.
KION Group,Frankfurt,DE,PLATFORM,,Intralogistics group; parent of Dematic and a top-ranked warehouse robotics supplier.,https://www.imarcgroup.com/blog/logistics-automation-companies,MEDIUM,seeded,kion-group,https://www.kiongroup.com/en/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Dematic,Atlanta,US,INTEGRATOR,KION Group,"Warehouse automation integrator inside KION; AS/RS, shuttles, AGVs and the Dematic IQ software portfolio.",https://www.imarcgroup.com/blog/logistics-automation-companies,MEDIUM,seeded,dematic,https://www.dematic.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
KNAPP AG,Hart bei Graz,AT,OEM|INTEGRATOR,,Warehouse automation supplier with robotic picking and shuttle systems; €1.6B FY2024 revenue.,https://www.imarcgroup.com/blog/logistics-automation-companies,MEDIUM,seeded,knapp,https://www.knapp.com/en/,Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ.
Xiaomi,Beijing,CN,PLATFORM|INVESTOR,,Built the CyberOne humanoid and a robot subsidiary; also a backer of embodied-AI model developer X Square Robot.,https://thebambooworks.com/x-square-robot-attracts-big-names-as-its-full-stack-embodied-ai-strategy-moves-ahead/,MEDIUM,pending,,https://www.mi.com/global/discover/article?id=2781,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
XPeng,Guangzhou,CN,OEM|PLATFORM,,Unveiled the IRON humanoid at AI Day 2025 and is spinning its robotics assets into a majority-owned subsidiary while targeting 2026 mass production.,https://www.therobotreport.com/xpeng-motors-humanoid-robot-unit-dogotix-raises-900m/,MEDIUM,pending,,https://www.xpeng.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
XPeng Robotics (Pengyan Technology),Guangzhou,CN,OEM,XPeng,XPeng's wholly-owned robotics subsidiary (rooted in the Dogotix acquisition); raised $900M at a $6.3B valuation for the IRON humanoid.,https://electrek.co/2026/08/24/xpeng-robotics-900m-iron-humanoid-robot-valuation/,MEDIUM,pending,,https://www.xpeng.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Ant Group,Hangzhou,CN,PLATFORM|INVESTOR,,Entered humanoid robotics through subsidiary Ant Lingbo and reportedly did a dozen robotics deals in 18 months.,https://www.cnbc.com/2026/07/01/alibaba-affiliate-ant-group-enters-the-humanoid-robot-market-with-12-deals.html,MEDIUM,pending,,https://www.antgroup.com/en,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Shanghai Ant Lingbo Technology (Robbyant),Shanghai,CN,MODEL_DEVELOPER,Ant Group,Ant Group's robotics subsidiary established late 2024 in Pudong; launched the R1 humanoid at the Inclusion Conference in Sep 2025 and shipped it to customers.,https://www.scmp.com/tech/big-tech/article/3325222/unit-chinas-ant-group-unveils-first-humanoid-robot-entering-segment-led-unitree,MEDIUM,seeded,shanghai-ant-lingbo-technology-robbyant,https://www.robbyant.com/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Alibaba Group,Hangzhou,CN,PLATFORM|INVESTOR,,"Led a $100M investment in X Square Robot in Sep 2025 and runs embodied-AI initiatives alongside Huawei, Tencent and Baidu.",https://www.cnbc.com/2025/09/08/alibaba-leads-100-million-investment-in-chinese-humanoid-robot-startup.html,MEDIUM,pending,,https://www.alibabagroup.com/en-US/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
ByteDance,Beijing,CN,MODEL_DEVELOPER|RESEARCH_LAB,,Runs robotics research inside ByteDance Seed and is a named backer of embodied-AI model developer X Square Robot.,https://thebambooworks.com/x-square-robot-attracts-big-names-as-its-full-stack-embodied-ai-strategy-moves-ahead/,MEDIUM,seeded,bytedance,https://seed.bytedance.com/en/direction/robotics,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Tencent,Shenzhen,CN,MODEL_DEVELOPER|TOOLING_OPS_PROVIDER,,Released the Tairos full-stack embodied-intelligence platform from Robotics X; led AgiBot's Series B in Mar 2025.,https://www.tencent.com/tencent-unveils-full-stack-embodied-intelligence-solution-at-waic-2026/,HIGH,seeded,tencent,https://www.tencent.com/tencent-unveils-full-stack-embodied-intelligence-solution-at-waic-2026/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Tencent Robotics X,Shenzhen,CN,RESEARCH_LAB|MODEL_DEVELOPER,Tencent,"Tencent's robotics lab; built the Tairos planning, multimodal perception and perception-action models offered to robot makers via SDKs.",https://www.tencent.com/tencent-unveils-full-stack-embodied-intelligence-solution-at-waic-2026/,HIGH,seeded,tencent-robotics-x,https://www.tencent.com/tencent-unveils-full-stack-embodied-intelligence-solution-at-waic-2026/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year. Parent assertion awaits ownership and effective-date evidence."
Baidu,Beijing,CN,MODEL_DEVELOPER|TOOLING_OPS_PROVIDER,,Pursuing a data-plus-model-plus-infrastructure robotics strategy; launched an embodied-intelligence data marketplace with robot makers in 2026.,https://eu.36kr.com/en/p/3869447033017351,MEDIUM,seeded,baidu,https://apollo.auto/,"Role confirmed; merged by canonical name or explicit alias. Metadata review pending: HQ, founding year."
Huawei,Shenzhen,CN,PLATFORM,,Named among the Chinese platform companies that launched embodied-intelligence (robot brain) ecosystem initiatives.,https://eu.36kr.com/en/p/3869447033017351,MEDIUM,pending,,https://www.huawei.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Meituan,Beijing,CN,INVESTOR|OPERATOR,,Led a Galbot financing round and backs X Square Robot; also operates its own drone-delivery network.,https://thebambooworks.com/x-square-robot-attracts-big-names-as-its-full-stack-embodied-ai-strategy-moves-ahead/,MEDIUM,pending,,https://www.meituan.com/en-US/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
BYD,Shenzhen,CN,PLATFORM|INVESTOR,,"Named among automakers that established robot subsidiaries; strategic investor in AgiBot. Also appears in research/roster/suppliers-chips-manufacturing.csv under a supplier role — merge, do not create twice.",https://news.futunn.com/en/post/63128069/backed-by-tencent-and-sequoia-china-agibot-a-chinese-unicorn,MEDIUM,pending,,https://www.bydglobal.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
CATL,Ningde,CN,INVESTOR,,"Led Galbot's RMB 1.1B round in Jun 2025 — its only embodied-intelligence investment — pushing Galbot past a $1B valuation. Also appears in research/roster/suppliers-chips-manufacturing.csv under a supplier role — merge, do not create twice.",https://theaiinsider.tech/2025/06/25/galbot-raises-153-million-to-expand-embodied-ai-robots-partners-with-bosch-group-investment-arm/,MEDIUM,pending,,https://www.catl.com/en/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
HongShan (HSG),Hong Kong,HK,INVESTOR,,Backer of AgiBot and X Square Robot; also participated in Genesis AI's $105M seed.,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,MEDIUM,pending,,https://www.hongshan.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
Hillhouse Investment,Hong Kong,HK,INVESTOR,,Named among AgiBot's backers in its 2025 strategic financing.,https://news.futunn.com/en/post/63128069/backed-by-tencent-and-sequoia-china-agibot-a-chinese-unicorn,MEDIUM,pending,,https://www.hillhouseinvestment.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
IDG Capital,Beijing,CN,INVESTOR,,Participated in X Square Robot's Series C and is among Galbot's investors.,https://thebambooworks.com/x-square-robot-attracts-big-names-as-its-full-stack-embodied-ai-strategy-moves-ahead/,MEDIUM,pending,,https://www.idgcapital.com/,Primary company page opened; accessible content did not confirm the proposed robotics role. Further primary product or portfolio evidence is needed.
