roster,row,name,primary_source_url,http_status,reviewed_at,status,seed_slug,review_note
platforms-investors-labs.csv,30,Naver Labs,https://www.naverlabs.com/en/,200,2026-09-11,seeded,naver-labs,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,31,SK Telecom,https://www.sktelecom.com/en/press/press.do,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,32,Mirae Asset,https://www.miraeasset.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,33,Kawasaki Heavy Industries,https://global.kawasaki.com/en/corp/profile/outline.html,reviewed via browser or subsequent source,2026-09-11,seeded,kawasaki-heavy-industries,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,34,Mitsubishi Electric,https://www.mitsubishielectric.com/fa/products/rbt/robot/,200,2026-09-11,seeded,mitsubishi-electric,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,35,Mitsubishi Electric Research Laboratories (MERL),https://www.merl.com/research/robotics,200,2026-09-11,seeded,mitsubishi-electric-research-laboratories-merl,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,36,Denso,https://www.denso-wave.com/en/about/csr/management/index.html,reviewed via browser or subsequent source,2026-09-11,seeded,denso,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,37,Denso Wave,https://www.denso-wave.com/en/robot/,200,2026-09-11,seeded,denso-wave,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,38,Omron,https://robotics.omron.com/,200,2026-09-11,seeded,omron,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,39,Daifuku,https://www.daifuku.com/,200,2026-09-11,seeded,daifuku,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,40,Murata Machinery (Muratec),https://www.muratec.net/,200,2026-09-11,seeded,murata-machinery-muratec,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,41,Robert Bosch,https://www.bosch-sensortec.com/en/careers,reviewed via browser or subsequent source,2026-09-11,seeded,robert-bosch,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,42,Bosch Rexroth,https://www.boschrexroth.com/en/us/industries/robotics/,404,2026-09-11,pending,,"Primary URL reviewed; retrieval failed or returned HTTP 404. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,43,Schaeffler,https://neura-robotics.com/record-series-c/,200,2026-09-11,seeded,schaeffler,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,44,Teradyne,https://mobile-industrial-robots.com/news-center/teradyne-robotics-and-honeywell-team-up,200,2026-09-11,seeded,teradyne,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,45,Mobile Industrial Robots (MiR),https://mobile-industrial-robots.com/about-mir,200,2026-09-11,seeded,mobile-industrial-robots,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,46,Honeywell,https://www.honeywell.com/us/en/news/featured-stories/2025/05/honeywell-teradyne-robotics-automate-material-transport-scale-automation-solutions,200,2026-09-11,seeded,honeywell,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,47,Deere & Company,https://www.deere.com/en/news/all-news/autonomous-9RX/,200,2026-09-11,seeded,deere,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,48,KION Group,https://www.kiongroup.com/en/,200,2026-09-11,seeded,kion-group,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,49,Dematic,https://www.dematic.com/,200,2026-09-11,seeded,dematic,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: founding year.
platforms-investors-labs.csv,50,KNAPP AG,https://www.knapp.com/en/,200,2026-09-11,seeded,knapp,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,51,Xiaomi,https://www.mi.com/global/discover/article?id=2781,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,52,XPeng,https://www.xpeng.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,53,XPeng Robotics (Pengyan Technology),https://www.xpeng.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,54,Ant Group,https://www.robbyant.com/,200,2026-09-11,seeded,ant-group,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,55,Shanghai Ant Lingbo Technology (Robbyant),https://www.robbyant.com/,200,2026-09-11,seeded,shanghai-ant-lingbo-technology-robbyant,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,56,Alibaba Group,https://www.alibabagroup.com/en-US/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,57,ByteDance,https://seed.bytedance.com/en/direction/robotics,200,2026-09-11,seeded,bytedance,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: founding year.
platforms-investors-labs.csv,58,Tencent,https://www.tencent.com/tencent-unveils-full-stack-embodied-intelligence-solution-at-waic-2026/,200,2026-09-11,seeded,tencent,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,59,Tencent Robotics X,https://www.tencent.com/tencent-unveils-full-stack-embodied-intelligence-solution-at-waic-2026/,200,2026-09-11,seeded,tencent-robotics-x,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,60,Baidu,https://apollo.auto/,200,2026-09-11,seeded,baidu,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,61,Huawei,https://www.huawei.com/en/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,62,Meituan,https://www.meituan.com/en-US/,404,2026-09-11,pending,,"Primary URL reviewed; retrieval failed or returned HTTP 404. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,63,BYD,https://www.byd-electronics.com/material/electronics-official/investor-relations/notice/notice/en/240225.pdf,reviewed via browser or subsequent source,2026-09-11,seeded,byd,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ. Seeded as the controlling parent of the robotics EMS business; the original direct robotics battery-supplier assertion remains unconfirmed.
platforms-investors-labs.csv,64,CATL,https://www.catl.com/en/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,65,HongShan (HSG),https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,200,2026-09-11,seeded,hongshan-hsg,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,66,Hillhouse Investment,https://www.hillhouseinvestment.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,67,IDG Capital,https://www.idgcapital.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,68,AgiBot (Zhiyuan Robotics),https://www.agibot.com/,200,2026-09-11,seeded,agibot,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,69,X Square Robot,https://www.x2robot.com/,200,2026-09-11,seeded,x-square-robot,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,70,Astribot,https://www.astribot.com/,200,2026-09-11,seeded,astribot,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,72,Genesis AI,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,200,2026-09-11,seeded,genesis-ai,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,73,Dyna Robotics,https://www.dyna.co/,200,2026-09-11,seeded,dyna-robotics,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,74,FieldAI,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,fieldai,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: founding year.
platforms-investors-labs.csv,75,Wayve,https://wayve.ai/press/series-c/,reviewed via browser or subsequent source,2026-09-11,seeded,wayve,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,76,Waabi,https://waabi.ai/,200,2026-09-11,seeded,waabi,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,77,Applied Intuition,https://www.appliedintuition.com/about,200,2026-09-11,seeded,applied-intuition,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,78,RLWRLD,https://www.rlwrld.ai/en/news/62,200,2026-09-11,seeded,rlwrld,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,79,Neura Robotics,https://neura-robotics.com/,200,2026-09-11,seeded,neura-robotics,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,80,Humanoid,https://thehumanoid.ai/,200,2026-09-11,seeded,humanoid,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,81,Flexion Robotics,https://www.flexionrobotics.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,82,mimic robotics,https://www.mimicrobotics.com/,200,2026-09-11,seeded,mimic-robotics,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: founding year.
platforms-investors-labs.csv,83,Neuracore,https://www.neuracore.com/,200,2026-09-11,seeded,neuracore,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,84,OpenAI,https://www.1x.tech/discover/1x-secures-100m-in-series-b-funding,200,2026-09-11,seeded,openai,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,85,Parkway Venture Capital,https://www.figure.ai/news/series-c,200,2026-09-11,seeded,parkway-venture-capital,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,86,Brookfield Asset Management,https://www.figure.ai/news/series-c,200,2026-09-11,seeded,brookfield-asset-management,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,87,Macquarie Capital,https://www.figure.ai/news/series-c,200,2026-09-11,seeded,macquarie-capital,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,88,Intel Capital,https://www.figure.ai/news/series-c,200,2026-09-11,seeded,intel-capital,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ. Parent edge pending: primary or credible third-party control evidence and date need confirmation. A proposed separation from Intel makes the original parent assertion require current control confirmation.
platforms-investors-labs.csv,89,Salesforce Ventures,https://www.figure.ai/news/series-c,200,2026-09-11,seeded,salesforce-ventures,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,90,Qualcomm Ventures,https://www.figure.ai/news/series-c,200,2026-09-11,seeded,qualcomm-ventures,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,91,NVentures,https://www.nventures.ai/,200,2026-09-11,seeded,nventures,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,92,DCVC,https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,200,2026-09-11,seeded,dcvc,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,93,Playground Global,https://www.agilityrobotics.com/content/agility-robotics-raises-150m-series-b-led-by-dcvc-and-playground-global,200,2026-09-11,seeded,playground-global,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,94,WP Global Partners,https://www.wpglobalpartners.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,95,Bezos Expeditions,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,bezos-expeditions,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,96,Temasek,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,temasek,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,97,Khosla Ventures,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,khosla-ventures,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,98,Eclipse Ventures,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,200,2026-09-11,seeded,eclipse-ventures,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,99,Bpifrance,https://www.prnewswire.com/news-releases/genesis-ai-emerges-from-stealth-with-105m-to-build-universal-robotics-foundation-model-and-horizontal-platform-for-general-purpose-physical-ai-302495016.html,200,2026-09-11,seeded,bpifrance,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,100,Canaan Partners,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,canaan-partners,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,101,Emerson Collective,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,emerson-collective,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,102,BHP Ventures,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,bhp-ventures,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,103,Gates Frontier,https://www.fieldai.com/news/fieldai-announces-over-400m-in-funds-raised-to-advance-embodied-ai-at-scale,200,2026-09-11,seeded,gates-frontier,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,104,Lux Capital,https://www.luxcapital.com/companies/physical-intelligence,200,2026-09-11,seeded,lux-capital,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,105,Thrive Capital,https://thrivecap.com/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,106,Index Ventures,https://www.indexventures.com/companies/physical-intelligence/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,107,Sequoia Capital,https://www.sequoiacap.com/companies/physical-intelligence/,200,2026-09-11,seeded,sequoia-capital,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,108,CRV,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,200,2026-09-11,seeded,crv,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,109,First Round Capital,https://www.prnewswire.com/news-releases/dyna-robotics-raises-120-million-to-advance-robotic-foundation-models-on-the-path-to-physical-artificial-general-intelligence-302556817.html,200,2026-09-11,seeded,first-round-capital,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,110,EQT Ventures,https://www.1x.tech/discover/1x-secures-100m-in-series-b-funding,200,2026-09-11,seeded,eqt-ventures,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,111,B Capital,https://apptronik.com/news-collection/apptronik-closes-over-935-million-series-a,200,2026-09-11,seeded,b-capital,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,112,Peak6,https://apptronik.com/news-collection/apptronik-closes-over-935-million-series-a,200,2026-09-11,seeded,peak6,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,113,Accel,https://www.accel.com/companies,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,114,Andreessen Horowitz,https://a16z.com/portfolio/,200,2026-09-11,pending,,"Primary URL reviewed; accessible content did not establish the proposed robotics role. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,115,Kleiner Perkins,https://www.kleinerperkins.com/companies/,404,2026-09-11,pending,,"Primary URL reviewed; retrieval failed or returned HTTP 404. Further primary product, portfolio or corporate evidence is needed."
platforms-investors-labs.csv,116,Lingotto Investment Management,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,200,2026-09-11,seeded,lingotto-investment-management,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,117,Vsquared Ventures,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,200,2026-09-11,seeded,vsquared-ventures,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,118,HV Capital,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,200,2026-09-11,seeded,hv-capital,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,119,Volvo Cars Tech Fund,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,200,2026-09-11,seeded,volvo-cars-tech-fund,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ.
platforms-investors-labs.csv,120,Delta Electronics,https://neura-robotics.com/neura-robotics-secures-euro-120-million-series-b/,200,2026-09-11,seeded,delta-electronics,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,121,Tether,https://neura-robotics.com/record-series-c/,200,2026-09-11,seeded,tether,"Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: independent confirmation of provisional HQ, founding year."
platforms-investors-labs.csv,122,European Investment Bank,https://neura-robotics.com/record-series-c/,200,2026-09-11,seeded,european-investment-bank,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,123,Balderton Capital,https://www.balderton.com/news/wayve-raises-over-1-billion-to-develop-embodied-ai-products-for-automated-driving/,200,2026-09-11,seeded,balderton-capital,Robotics role confirmed; merged by canonical name or explicit alias.
platforms-investors-labs.csv,124,Ontario Teachers' Pension Plan,https://www.otpp.com/en-ca/about-us/news-and-insights/2026/wayve-secures-funding-to-deploy-global-autonomy-platform/,200,2026-09-11,seeded,ontario-teachers-pension-plan,Robotics role confirmed; merged by canonical name or explicit alias. Metadata pending: founding year.
platforms-investors-labs.csv,125,Stanford Robotics Center,https://robotics.sites.stanford.edu/,503,2026-09-11,seeded,stanford-robotics-center,Seeded HIGH-confidence roster entry from its supplied source; live primary retrieval unavailable (503).
